"","fips","Hillary Clinton","Donald Trump","Jill Stein","Gary Johnson","Third","diff"
"1221","28139",1808,7182,22,72,94,-5374
"1222","28141",990,7117,27,138,165,-6127
"1223","28143",2577,840,8,18,26,1737
"1224","28145",1969,9161,20,129,149,-7192
"1225","28147",2475,3374,9,24,33,-899
"1226","28149",8518,9420,53,217,270,-902
"1227","28151",9847,4541,31,99,130,5306
"1228","28153",3493,5957,3,45,48,-2464
"1229","28155",1001,3949,15,27,42,-2948
"1230","28157",2826,1305,4,15,19,1521
"1231","28159",3778,4874,29,54,83,-1096
"1232","28161",2574,3366,23,70,93,-792
"1233","28163",5221,4568,6,47,53,653
"1234","29001",3495,6019,147,426,573,-2524
"1235","29003",2045,6665,64,336,400,-4620
"1236","29005",541,2059,14,104,118,-1518
"1237","29007",2567,6981,73,363,436,-4414
"1238","29009",2710,11427,66,338,404,-8717
"1239","29011",795,4958,22,135,157,-4163
"1240","29013",1617,6000,55,306,361,-4383
"1241","29015",2024,7212,41,278,319,-5188
"1242","29017",705,4827,12,97,109,-4122
"1243","29019",41072,36146,1279,4262,5541,4926
"1244","29021",12010,21315,343,1709,2052,-9305
"1245","29023",3036,13647,98,392,490,-10611
"1246","29025",837,3231,26,188,214,-2394
"1247","29027",4988,13052,182,752,934,-8064
"1248","29029",4706,16721,110,588,698,-12015
"1249","29031",8468,26939,238,1106,1344,-18471
"1250","29033",745,3480,17,106,123,-2735
"1251","29035",436,2323,18,54,72,-1887
"1252","29037",14816,33006,420,2152,2572,-18190
"1253","29039",1010,5019,30,179,209,-4009
"1254","29041",888,2948,10,97,107,-2060
"1255","29043",8505,30941,245,1494,1739,-22436
"1256","29045",724,2458,22,101,123,-1734
"1257","29047",45182,57328,1093,5132,6225,-12146
"1258","29049",2572,7058,77,432,509,-4486
"1259","29051",10907,24610,253,1376,1629,-13703
"1260","29053",1932,5623,58,306,364,-3691
"1261","29055",1824,7724,91,224,315,-5900
"1262","29057",637,3184,16,94,110,-2547
"1263","29059",1271,5895,48,180,228,-4624
"1264","29061",730,2763,18,143,161,-2033
"1265","29063",824,3540,30,178,208,-2716
"1266","29065",978,5599,36,136,172,-4621
"1267","29067",984,5486,21,135,156,-4502
"1268","29069",2360,8026,30,142,172,-5666
"1269","29071",12339,35420,428,1627,2055,-23081
"1270","29073",1519,5670,47,180,227,-4151
"1271","29075",605,2304,9,108,117,-1699
"1272","29077",42400,77387,1452,5706,7158,-34987
"1273","29079",780,3462,28,118,146,-2682
"1274","29081",574,2965,19,97,116,-2391
"1275","29083",2356,7072,61,311,372,-4716
"1276","29085",1016,3539,31,108,139,-2523
"1277","29087",346,1926,6,66,72,-1580
"1278","29089",1279,3277,41,209,250,-1998
"1279","29091",2880,13888,131,434,565,-11008
"1280","29093",933,3173,30,110,140,-2240
"1281","29095",163723,114777,3457,10689,14146,48946
"1282","29097",10565,35058,484,1759,2243,-24493
"1283","29099",31546,68973,930,3966,4896,-37427
"1284","29101",5924,13702,205,1094,1299,-7778
"1285","29103",379,1413,12,53,65,-1034
"1286","29105",2543,12834,87,426,513,-10291
"1287","29107",4047,10977,92,597,689,-6930
"1288","29109",2898,13084,104,471,575,-10186
"1289","29111",933,3343,26,127,153,-2410
"1290","29113",5561,18111,197,808,1005,-12550
"1291","29115",1239,4084,54,172,226,-2845
"1292","29117",1265,4879,20,213,233,-3614
"1293","29119",1329,6599,70,191,261,-5270
"1294","29121",1518,5794,57,175,232,-4276
"1295","29123",1005,4102,30,150,180,-3097
"1296","29125",794,3559,23,110,133,-2765
"1297","29127",2993,9418,63,379,442,-6425
"1298","29129",216,1486,2,27,29,-1270
"1299","29131",1750,9285,58,283,341,-7535
"1300","29133",1458,3600,15,79,94,-2142
"1301","29135",1237,5344,26,175,201,-4107
"1302","29137",853,3159,13,114,127,-2306
"1303","29139",1118,4124,32,133,165,-3006
"1304","29141",1768,6757,51,202,253,-4989
"1305","29143",1933,5270,24,106,130,-3337
"1306","29145",4988,20546,168,641,809,-15558
"1307","29147",2529,6379,61,401,462,-3850
"1308","29149",865,3668,14,88,102,-2803
"1309","29151",998,5845,34,182,216,-4847
"1310","29153",724,3639,41,70,111,-2915
"1311","29155",1946,3964,21,78,99,-2018
"1312","29157",1520,6907,39,231,270,-5387
"1313","29159",4322,12792,112,733,845,-8470
"1314","29161",4761,12699,198,746,944,-7938
"1315","29163",1806,5274,50,208,258,-3468
"1316","29165",18915,24975,394,2154,2548,-6060
"1317","29167",2630,10435,77,479,556,-7805
"1318","29169",2918,9870,106,477,583,-6952
"1319","29171",352,1936,13,36,49,-1584
"1320","29173",1138,3969,17,120,137,-2831
"1321","29175",2283,7529,60,392,452,-5246
"1322","29177",3088,7103,61,508,569,-4015
"1323","29179",540,2402,20,62,82,-1862
"1324","29181",830,4520,35,115,150,-3690
"1325","29183",68225,120899,1685,7913,9598,-52674
"1326","29185",936,3501,24,146,170,-2565
"1327","29186",2540,5495,55,323,378,-2955
"1328","29187",6250,17467,171,712,883,-11217
"1329","29189",280866,199081,5072,16310,21382,81785
"1330","29195",2787,5977,69,383,452,-3190
"1331","29197",354,1505,7,65,72,-1151
"1332","29199",365,1525,18,50,68,-1160
"1333","29201",3574,13168,79,373,452,-9594
"1334","29203",776,2966,28,106,134,-2190
"1335","29205",606,2524,16,92,108,-1918
"1336","29207",1873,11077,45,238,283,-9204
"1337","29209",2886,13149,59,382,441,-10263
"1338","29211",526,1884,9,58,67,-1358
"1339","29213",4367,18240,129,521,650,-13873
"1340","29215",1728,8875,52,222,274,-7147
"1341","29217",1706,6526,67,235,302,-4820
"1342","29219",3915,11109,116,534,650,-7194
"1343","29221",1926,7047,60,197,257,-5121
"1344","29223",946,4640,29,105,134,-3694
"1345","29225",3173,12829,85,514,599,-9656
"1346","29227",195,808,5,32,37,-613
"1347","29229",1166,6703,22,153,175,-5537
"1348","29510",101487,20281,1945,3405,5350,81206
"1349","30001",1115,3243,69,249,318,-2128
"1350","30003",2061,1833,70,184,254,228
"1351","30005",1187,1259,73,102,175,-72
"1352","30007",566,2329,37,165,202,-1763
"1353","30009",1824,3729,68,302,370,-1905
"1354","30011",70,677,6,24,30,-607
"1355","30013",12053,19343,440,1955,2395,-7290
"1356","30015",729,1676,36,130,166,-947
"1357","30017",1172,3638,35,300,335,-2466
"1358","30019",167,729,6,50,56,-562
"1359","30021",786,3298,33,180,213,-2512
"1360","30023",2018,1736,71,274,345,282
"1361","30025",154,1276,3,41,44,-1122
"1362","30027",1196,4235,51,300,351,-3039
"1363","30029",13233,30079,650,2182,2832,-16846
"1364","30031",23879,23360,1028,3902,4930,519
"1365","30033",34,653,1,27,28,-619
"1366","30035",3076,1598,93,202,295,1478
"1367","30037",71,365,3,29,32,-294
"1368","30039",469,1185,25,83,108,-716
"1369","30041",2350,3446,118,433,551,-1096
"1370","30043",1975,4099,75,386,461,-2124
"1371","30045",232,867,12,78,90,-635
"1372","30047",4703,7453,217,525,742,-2750
"1373","30049",14331,16665,538,2163,2701,-2334
"1374","30051",205,695,2,47,49,-490
"1375","30053",2040,6720,95,395,490,-4680
"1376","30055",154,858,7,37,44,-704
"1377","30057",1175,3280,58,195,253,-2105
"1378","30059",191,728,10,41,51,-537
"1379","30061",515,1322,35,102,137,-807
"1380","30063",30740,21699,1605,3227,4832,9041
"1381","30065",331,1961,18,94,112,-1630
"1382","30067",3521,4872,187,476,663,-1351
"1383","30069",30,276,1,12,13,-246
"1384","30071",315,1715,19,98,117,-1400
"1385","30073",737,1786,34,135,169,-1049
"1386","30075",127,880,1,39,40,-753
"1387","30077",549,2017,40,162,202,-1468
"1388","30079",100,555,1,30,31,-455
"1389","30081",6166,14673,255,969,1224,-8507
"1390","30083",669,3885,22,236,258,-3216
"1391","30085",1504,1722,90,170,260,-218
"1392","30087",969,2211,31,146,177,-1242
"1393","30089",1211,4268,94,298,392,-3057
"1394","30091",476,1237,20,92,112,-761
"1395","30093",8545,6252,289,1036,1325,2293
"1396","30095",904,3630,34,248,282,-2726
"1397","30097",398,1580,23,76,99,-1182
"1398","30099",803,2152,27,161,188,-1349
"1399","30101",399,1495,28,96,124,-1096
"1400","30103",59,350,6,26,32,-291
"1401","30105",886,2697,43,234,277,-1811
"1402","30107",179,698,14,41,55,-519
"1403","30109",55,460,0,18,18,-405
"1404","30111",21117,38675,822,4061,4883,-17558
"1405","31001",3272,9205,110,585,695,-5933
"1406","31003",381,2717,19,103,122,-2336
"1407","31005",16,237,0,10,10,-221
"1408","31007",18,355,3,14,17,-337
"1409","31009",30,273,0,10,10,-243
"1410","31011",414,2299,17,137,154,-1885
"1411","31013",953,3550,35,223,258,-2597
"1412","31015",128,978,13,23,36,-850
"1413","31017",153,1380,7,39,46,-1227
"1414","31019",4690,14424,219,1144,1363,-9734
"1415","31021",928,2360,39,196,235,-1432
"1416","31023",690,3068,27,129,156,-2378
"1417","31025",3461,8388,131,629,760,-4927
"1418","31027",572,3533,31,224,255,-2961
"1419","31029",171,1621,6,53,59,-1450
"1420","31031",317,2623,15,127,142,-2306
"1421","31033",702,3610,46,211,257,-2908
"1422","31035",470,2373,15,115,130,-1903
"1423","31037",857,2171,26,118,144,-1314
"1424","31039",712,3095,25,156,181,-2383
"1425","31041",635,4616,37,201,238,-3981
"1426","31043",2904,4028,59,268,327,-1124
"1427","31045",785,2559,48,186,234,-1774
"1428","31047",2116,5935,58,377,435,-3819
"1429","31049",120,809,1,47,48,-689
"1430","31051",556,2041,17,130,147,-1485
"1431","31053",4451,9736,155,617,772,-5285
"1432","31055",105207,102151,2600,9573,12173,3056
"1433","31057",89,823,6,31,37,-734
"1434","31059",610,2100,20,149,169,-1490
"1435","31061",250,1345,7,54,61,-1095
"1436","31063",161,1106,8,35,43,-945
"1437","31065",304,1915,11,85,96,-1611
"1438","31067",2930,6333,102,489,591,-3403
"1439","31069",153,869,2,39,41,-716
"1440","31071",121,819,5,23,28,-698
"1441","31073",165,792,6,37,43,-627
"1442","31075",20,367,1,6,7,-347
"1443","31077",210,911,6,38,44,-701
"1444","31079",6142,14139,184,866,1050,-7997
"1445","31081",873,3763,43,223,266,-2890
"1446","31083",219,1302,7,54,61,-1083
"1447","31085",30,471,1,8,9,-441
"1448","31087",158,1216,6,60,66,-1058
"1449","31089",522,4275,27,155,182,-3753
"1450","31091",40,355,3,16,19,-315
"1451","31093",544,2284,22,108,130,-1740
"1452","31095",831,2387,30,182,212,-1556
"1453","31097",560,1348,22,121,143,-788
"1454","31099",550,2519,26,147,173,-1969
"1455","31101",560,3203,24,158,182,-2643
"1456","31103",39,458,0,17,17,-419
"1457","31105",227,1317,18,74,92,-1090
"1458","31107",715,3181,29,136,165,-2466
"1459","31109",60533,60456,1899,6915,8814,77
"1460","31111",2878,11992,106,698,804,-9114
"1461","31113",32,400,1,18,19,-368
"1462","31115",48,323,1,10,11,-275
"1463","31117",14,257,1,14,15,-243
"1464","31119",2663,10518,121,654,775,-7855
"1465","31121",601,2914,27,165,192,-2313
"1466","31123",282,1788,14,82,96,-1506
"1467","31125",280,1257,15,47,62,-977
"1468","31127",765,2068,26,176,202,-1303
"1469","31129",348,1709,19,77,96,-1361
"1470","31131",2017,4833,57,372,429,-2816
"1471","31133",279,970,10,55,65,-691
"1472","31135",160,1202,4,52,56,-1042
"1473","31137",571,3832,18,188,206,-3261
"1474","31139",382,3052,21,125,146,-2670
"1475","31141",2612,10864,84,487,571,-8252
"1476","31143",411,2019,6,102,108,-1608
"1477","31145",638,4212,26,185,211,-3574
"1478","31147",798,2684,27,157,184,-1886
"1479","31149",70,687,4,32,36,-617
"1480","31151",1630,2849,49,267,316,-1219
"1481","31153",27704,44649,817,4611,5428,-16945
"1482","31155",2509,7486,95,508,603,-4977
"1483","31157",3151,9952,122,670,792,-6801
"1484","31159",1881,5451,82,340,422,-3570
"1485","31161",286,2192,18,69,87,-1906
"1486","31163",338,1143,13,59,72,-805
"1487","31165",77,602,4,26,30,-525
"1488","31167",417,2173,14,144,158,-1756
"1489","31169",490,1993,10,120,130,-1503
"1490","31171",30,344,3,10,13,-314
"1491","31173",911,1013,49,56,105,-102
"1492","31175",337,1770,12,53,65,-1433
"1493","31177",2606,7374,95,509,604,-4768
"1494","31179",828,2675,35,202,237,-1847
"1495","31181",306,1320,10,51,61,-1014
"1496","31183",62,377,4,16,20,-315
"1497","31185",1181,4686,52,337,389,-3505
"1498","32001",2210,7828,NA,450,NA,-5618
"1499","32003",401068,319571,NA,22407,NA,81497
"1500","32005",8453,17406,NA,1002,NA,-8953
"1501","32007",3400,13542,NA,824,NA,-10142
"1502","32009",65,329,NA,15,NA,-264
"1503","32011",74,723,NA,19,NA,-649
"1504","32013",1386,4521,NA,269,NA,-3135
"1505","32015",403,1828,NA,79,NA,-1425
"1506","32017",285,1671,NA,62,NA,-1386
"1507","32019",6146,16005,NA,813,NA,-9859
"1508","32021",637,1179,NA,88,NA,-542
"1509","32023",5095,13320,NA,552,NA,-8225
"1510","32027",430,1403,NA,58,NA,-973
"1511","32029",752,1616,NA,100,NA,-864
"1512","32031",97032,94529,NA,9251,NA,2503
"1513","32033",707,2723,NA,151,NA,-2016
"1514","32510",9610,13125,NA,1159,NA,-3515
"1515","33001",13517,19315,284,1346,1630,-5798
"1516","33003",12987,14635,256,1185,1441,-1648
"1517","33005",22064,16876,484,1656,2140,5188
"1518","33007",6558,7951,170,573,743,-1393
"1519","33009",28508,19010,578,1966,2544,9498
"1520","33011",99348,99873,1745,9243,10988,-525
"1521","33013",40056,37631,706,3275,3981,2425
"1522","33015",79994,90447,1219,7171,8390,-10453
"1523","33017",34884,29064,694,3258,3952,5820
"1524","33019",10210,10796,238,857,1095,-586
"1525","34001",54472,47882,933,1915,2848,6590
"1526","34003",209251,163220,3709,7037,10746,46031
"1527","34005",108361,79539,2138,4381,6519,28822
"1528","34007",142375,71020,1932,4142,6074,71355
"1529","34009",18626,28237,387,895,1282,-9611
"1530","34011",27045,24213,486,1029,1515,2832
"1531","34013",231031,62059,2830,3028,5858,168972
"1532","34015",66355,66949,1243,3193,4436,-594
"1533","34017",149980,45615,2436,2603,5039,104365
"1534","34019",28797,38565,805,2208,3013,-9768
"1535","34021",93721,42604,1519,2907,4426,51117
"1536","34023",164887,108981,3050,4686,7736,55906
"1537","34025",135825,165305,3138,6321,9459,-29480
"1538","34027",114437,125376,2516,5903,8419,-10939
"1539","34029",81845,170103,2012,4563,6575,-88258
"1540","34031",112608,71488,1896,2478,4374,41120
"1541","34033",11766,16256,236,855,1091,-4490
"1542","34035",83839,64640,1532,3694,5226,19199
"1543","34037",24132,46486,840,2018,2858,-22354
"1544","34039",145412,67582,1760,3598,5358,77830
"1545","34041",16991,29393,551,1241,1792,-12402
"1546","35001",141960,93874,3572,29393,32965,48086
"1547","35003",426,1453,23,109,132,-1027
"1548","35005",5530,12869,86,1606,1692,-7339
"1549","35006",3721,3179,73,961,1034,542
"1550","35007",2118,2569,37,524,561,-451
"1551","35009",2776,7560,65,842,907,-4784
"1552","35011",192,617,6,88,94,-425
"1553","35013",37543,25095,941,5413,6354,12448
"1554","35015",5008,13124,84,1262,1346,-8116
"1555","35017",6226,5251,218,888,1106,975
"1556","35019",962,591,18,237,255,371
"1557","35021",156,311,3,55,58,-155
"1558","35023",780,906,5,137,142,-126
"1559","35025",3877,12306,53,1081,1134,-8429
"1560","35027",2329,5889,59,559,618,-3560
"1561","35028",5443,3329,119,1498,1617,2114
"1562","35029",3195,3478,66,481,547,-283
"1563","35031",13162,4893,269,2319,2588,8269
"1564","35033",1533,662,35,193,228,871
"1565","35035",6033,11756,164,1584,1748,-5723
"1566","35037",1016,2208,15,299,314,-1192
"1567","35039",9534,3583,186,1418,1604,5951
"1568","35041",1445,3865,47,474,521,-2420
"1569","35043",27405,25748,618,6588,7206,1657
"1570","35045",12826,27879,351,4177,4528,-15053
"1571","35047",7249,2302,158,910,1068,4947
"1572","35049",49956,14198,1421,4313,5734,35758
"1573","35051",1600,2998,75,437,512,-1398
"1574","35053",3275,2592,58,794,852,683
"1575","35055",10550,2706,608,1170,1778,7844
"1576","35057",1770,3695,66,688,754,-1925
"1577","35059",318,1214,13,133,146,-896
"1578","35061",10810,13175,217,3038,3255,-2365
"1579","36001",74775,44227,2291,4351,6642,30548
"1580","36003",4473,11712,251,675,926,-7239
"1581","36005",318403,34424,3960,2070,6030,283979
"1582","36007",35212,38077,1405,2963,4368,-2865
"1583","36009",8717,18668,419,1157,1576,-9951
"1584","36011",12202,16194,473,1255,1728,-3992
"1585","36013",17281,29418,697,1985,2682,-12137
"1586","36015",12394,19025,429,1347,1776,-6631
"1587","36017",5943,11024,323,823,1146,-5081
"1588","36019",13446,13181,566,1185,1751,265
"1589","36021",13123,12756,537,839,1376,367
"1590","36023",7976,9207,353,888,1241,-1231
"1591","36025",5825,11012,344,597,941,-5187
"1592","36027",56874,58163,1858,3304,5162,-1289
"1593","36029",192065,173817,5824,11542,17366,18248
"1594","36031",6760,7275,380,664,1044,-515
"1595","36033",6517,7636,338,657,995,-1119
"1596","36035",5805,12759,288,711,999,-6954
"1597","36037",6946,15986,292,1239,1531,-9040
"1598","36039",6370,11546,385,568,953,-5176
"1599","36041",752,1795,39,102,141,-1043
"1600","36043",7289,15664,370,938,1308,-8375
"1601","36045",12289,19947,560,1467,2027,-7658
"1602","36047",595086,133653,11165,6391,17556,461433
"1603","36049",2828,6916,122,446,568,-4088
"1604","36051",10478,19211,429,1245,1674,-8733
"1605","36053",10548,14901,483,1460,1943,-4353
"1606","36055",174063,128871,4957,12273,17230,45192
"1607","36057",5961,10579,250,648,898,-4618
"1608","36059",307326,275479,6356,10488,16844,31847
"1609","36061",515481,58935,8515,8437,16952,456546
"1610","36063",32888,49223,1223,2666,3889,-16335
"1611","36065",30749,48490,1159,3478,4637,-17741
"1612","36067",102915,78277,2909,7861,10770,24638
"1613","36069",20233,24343,803,2285,3088,-4110
"1614","36071",63037,72129,2017,3570,5587,-9092
"1615","36073",4327,11582,179,634,813,-7255
"1616","36075",15614,25870,662,1976,2638,-10256
"1617","36077",9285,12284,478,977,1455,-2999
"1618","36079",17363,25241,543,1039,1582,-7878
"1619","36081",473389,138550,8512,6570,15082,334839
"1620","36083",30039,31933,1261,2758,4019,-1894
"1621","36085",67561,95612,1774,2262,4036,-28051
"1622","36087",63454,57148,1245,2096,3341,6306
"1623","36089",14659,18450,746,1299,2045,-3791
"1624","36091",46546,51088,1714,4741,6455,-4542
"1625","36093",30870,27268,1046,2445,3491,3602
"1626","36095",3777,8173,253,470,723,-4396
"1627","36097",2761,5179,200,283,483,-2418
"1628","36099",5175,6719,244,589,833,-1544
"1629","36101",11215,25091,545,1522,2067,-13876
"1630","36103",276953,328403,7603,12761,20364,-51450
"1631","36105",10983,14626,382,518,900,-3643
"1632","36107",6852,12528,320,856,1176,-5676
"1633","36109",25555,9647,1258,1287,2545,15908
"1634","36111",40010,32962,1986,2176,4162,7048
"1635","36113",11366,14284,789,1129,1918,-2918
"1636","36115",8238,12770,550,843,1393,-4532
"1637","36117",12378,21935,520,1765,2285,-9557
"1638","36119",245670,121643,4008,7185,11193,124027
"1639","36121",3585,11884,171,640,811,-8299
"1640","36123",3219,5180,136,440,576,-1961
"1641","37001",29268,38235,NA,1761,NA,-8967
"1642","37003",3750,13826,NA,435,NA,-10076
"1643","37005",1300,3789,NA,125,NA,-2489
"1644","37007",5785,4480,NA,129,NA,1305
"1645","37009",3476,9353,NA,331,NA,-5877
"1646","37011",1670,6226,NA,164,NA,-4556
"1647","37013",8699,14478,NA,422,NA,-5779
"1648","37015",5837,3476,NA,67,NA,2361
"1649","37017",7021,8511,NA,211,NA,-1490
"1650","37019",23117,42440,NA,1698,NA,-19323
"1651","37021",74937,55339,NA,4231,NA,19598
"1652","37023",10930,25741,NA,967,NA,-14811
"1653","37025",35048,53224,NA,2730,NA,-18176
"1654","37027",8403,26499,NA,845,NA,-18096
"1655","37029",1266,3527,NA,146,NA,-2261
"1656","37031",9806,26228,NA,885,NA,-16422
"1657","37033",4549,5758,NA,208,NA,-1209
"1658","37035",21050,48062,NA,1953,NA,-27012
"1659","37037",20953,17012,NA,1115,NA,3941
"1660","37039",2809,10711,NA,340,NA,-7902
"1661","37041",2965,3983,NA,160,NA,-1018
"1662","37043",1352,4395,NA,138,NA,-3043
"1663","37045",14896,28394,NA,847,NA,-13498
"1664","37047",8991,14177,NA,304,NA,-5186
"1665","37049",17481,27556,NA,1194,NA,-10075
"1666","37051",70523,50593,NA,3286,NA,19930
"1667","37053",2879,9070,NA,474,NA,-6191
"1668","37055",7079,11283,NA,647,NA,-4204
"1669","37057",17328,52870,NA,1815,NA,-35542
"1670","37059",5228,15502,NA,620,NA,-10274
"1671","37061",8196,12151,NA,254,NA,-3955
"1672","37063",118783,27879,NA,3881,NA,90904
"1673","37065",16152,8219,NA,282,NA,7933
"1674","37067",92488,74793,NA,5228,NA,17695
"1675","37069",12811,16320,NA,771,NA,-3509
"1676","37071",30982,61467,NA,2423,NA,-30485
"1677","37073",2371,2851,NA,106,NA,-480
"1678","37075",761,3260,NA,73,NA,-2499
"1679","37077",12827,13500,NA,593,NA,-673
"1680","37079",3570,4358,NA,85,NA,-788
"1681","37081",147949,97461,NA,6677,NA,50488
"1682","37083",15642,8954,NA,285,NA,6688
"1683","37085",16452,27278,NA,1225,NA,-10826
"1684","37087",10414,18844,NA,898,NA,-8430
"1685","37089",19664,35535,NA,1611,NA,-15871
"1686","37091",6886,3081,NA,133,NA,3805
"1687","37093",9608,7676,NA,563,NA,1932
"1688","37095",956,1275,NA,42,NA,-319
"1689","37097",24441,54164,NA,2122,NA,-29723
"1690","37099",7564,9706,NA,734,NA,-2142
"1691","37101",28153,54082,NA,2318,NA,-25929
"1692","37103",2041,2941,NA,57,NA,-900
"1693","37105",10380,13625,NA,671,NA,-3245
"1694","37107",11752,13354,NA,394,NA,-1602
"1695","37109",9836,28653,NA,960,NA,-18817
"1696","37111",4645,14517,NA,395,NA,-9872
"1697","37113",4841,12035,NA,460,NA,-7194
"1698","37115",3899,6735,NA,332,NA,-2836
"1699","37117",5814,5874,NA,164,NA,-60
"1700","37119",292258,154303,NA,15273,NA,137955
"1701","37121",1585,6225,NA,138,NA,-4640
"1702","37123",4108,7070,NA,271,NA,-2962
"1703","37125",16148,30273,NA,1325,NA,-14125
"1704","37127",23024,23142,NA,737,NA,-118
"1705","37129",50219,54665,NA,3853,NA,-4446
"1706","37131",6113,3556,NA,92,NA,2557
"1707","37133",17156,36342,NA,1866,NA,-19186
"1708","37135",59105,18373,NA,2352,NA,40732
"1709","37137",2427,4225,NA,120,NA,-1798
"1710","37139",8455,8082,NA,427,NA,373
"1711","37141",9086,17317,NA,669,NA,-8231
"1712","37143",2291,4143,NA,161,NA,-1852
"1713","37145",7772,11116,NA,415,NA,-3344
"1714","37147",40967,35191,NA,2106,NA,5776
"1715","37149",3715,6738,NA,270,NA,-3023
"1716","37151",13074,49156,NA,1385,NA,-36082
"1717","37153",8290,10199,NA,324,NA,-1909
"1718","37155",18377,20294,NA,783,NA,-1917
"1719","37157",14057,26463,NA,854,NA,-12406
"1720","37159",19208,42388,NA,1482,NA,-23180
"1721","37161",7451,21694,NA,619,NA,-14243
"1722","37163",10486,14761,NA,391,NA,-4275
"1723","37165",7279,6212,NA,252,NA,1067
"1724","37167",7008,21788,NA,655,NA,-14780
"1725","37169",4645,16976,NA,561,NA,-12331
"1726","37171",7438,23495,NA,730,NA,-16057
"1727","37173",2186,3557,NA,239,NA,-1371
"1728","37175",6520,10441,NA,479,NA,-3921
"1729","37177",705,968,NA,27,NA,-263
"1730","37179",34051,66265,NA,3280,NA,-32214
"1731","37181",12168,7304,NA,290,NA,4864
"1732","37183",298353,193607,NA,18980,NA,104746
"1733","37185",6668,3302,NA,153,NA,3366
"1734","37187",3490,2560,NA,65,NA,930
"1735","37189",13953,13521,NA,1295,NA,432
"1736","37191",21520,27360,NA,944,NA,-5840
"1737","37193",6596,23613,NA,635,NA,-17017
"1738","37195",19527,17410,NA,656,NA,2117
"1739","37197",3140,13815,NA,395,NA,-10675
"1740","37199",3181,6367,NA,260,NA,-3186
"1741","38001",216,904,8,65,73,-688
"1742","38003",1597,3156,47,406,453,-1559
"1743","38005",842,927,41,112,153,-85
"1744","38007",58,492,4,31,35,-434
"1745","38009",734,2482,30,177,207,-1748
"1746","38011",227,1445,13,78,91,-1218
"1747","38013",118,879,5,26,31,-761
"1748","38015",10865,32499,480,2719,3199,-21634
"1749","38017",31291,39738,1204,6077,7281,-8447
"1750","38019",476,1356,19,110,129,-880
"1751","38021",551,1656,22,122,144,-1105
"1752","38023",243,860,9,70,79,-617
"1753","38025",356,1753,14,60,74,-1397
"1754","38027",354,790,15,53,68,-436
"1755","38029",215,1672,10,52,62,-1457
"1756","38031",346,1237,10,96,106,-891
"1757","38033",99,793,4,40,44,-694
"1758","38035",10828,16325,382,2002,2384,-5497
"1759","38037",187,1098,7,63,70,-911
"1760","38039",298,847,6,93,99,-549
"1761","38041",168,1032,5,46,51,-864
"1762","38043",179,1106,7,63,70,-927
"1763","38045",500,1475,13,107,120,-975
"1764","38047",112,867,5,38,43,-755
"1765","38049",474,1991,18,182,200,-1517
"1766","38051",233,1095,10,71,81,-862
"1767","38053",696,3661,35,171,206,-2965
"1768","38055",1070,3827,29,249,278,-2757
"1769","38057",616,3715,20,188,208,-3099
"1770","38059",3077,11319,141,912,1053,-8242
"1771","38061",1211,2551,56,163,219,-1340
"1772","38063",536,1025,11,113,124,-489
"1773","38065",119,827,3,46,49,-708
"1774","38067",681,2204,27,167,194,-1523
"1775","38069",431,1433,9,132,141,-1002
"1776","38071",1505,3216,44,405,449,-1711
"1777","38073",836,1209,22,245,267,-373
"1778","38075",200,978,4,68,72,-778
"1779","38077",2064,4759,76,492,568,-2695
"1780","38079",2097,1210,175,155,330,887
"1781","38081",693,1088,18,166,184,-395
"1782","38083",94,644,1,29,30,-550
"1783","38085",758,256,128,25,153,502
"1784","38087",42,361,3,19,22,-319
"1785","38089",1745,9718,60,522,582,-7973
"1786","38091",361,537,6,73,79,-176
"1787","38093",2484,6706,109,571,680,-4222
"1788","38095",305,733,7,89,96,-428
"1789","38097",1239,2263,35,289,324,-1024
"1790","38099",1166,2991,32,330,362,-1825
"1791","38101",5792,18601,242,2050,2292,-12809
"1792","38103",419,1793,14,101,115,-1374
"1793","38105",1722,10033,74,622,696,-8311
"1794","39001",2293,8445,43,220,263,-6152
"1795","39003",12815,29858,310,1440,1750,-17043
"1796","39005",5659,17169,180,888,1068,-11510
"1797","39007",15191,22755,417,1181,1598,-7564
"1798","39009",15552,10816,507,944,1451,4736
"1799","39011",3825,18130,105,673,778,-14305
"1800","39013",8652,20729,186,760,946,-12077
"1801","39015",4270,14257,102,419,521,-9987
"1802","39017",56700,104441,1119,5612,6731,-47741
"1803","39019",3124,9067,87,444,531,-5943
"1804","39021",4488,12314,140,555,695,-7826
"1805","39023",22666,34311,492,1831,2323,-11645
"1806","39025",26096,65960,702,3385,4087,-39864
"1807","39027",3943,13466,125,488,613,-9523
"1808","39029",12273,31086,313,1368,1681,-18813
"1809","39031",3908,10381,112,447,559,-6473
"1810","39033",4518,13265,114,687,801,-8747
"1811","39035",383974,179894,5026,12526,17552,204080
"1812","39037",4395,19698,146,639,785,-15303
"1813","39039",5282,11478,144,766,910,-6196
"1814","39041",39584,55660,618,3919,4537,-16076
"1815","39043",15692,19301,329,1185,1514,-3609
"1816","39045",24150,43163,529,2341,2870,-19013
"1817","39047",2672,7763,53,283,336,-5091
"1818","39049",335961,192328,5789,18851,24640,143633
"1819","39051",5981,13419,162,993,1155,-7438
"1820","39053",2564,9567,94,282,376,-7003
"1821","39055",17165,29577,318,1452,1770,-12412
