"","fips","Hillary Clinton","Donald Trump","Jill Stein","Gary Johnson","Third","diff"
"3024","6085",406049,116196,9266,19779,29045,289853
"3025","6087",60529,14523,2371,2512,4883,46006
"3026","6089",17483,40447,905,2420,3325,-22964
"3027","6091",596,1044,40,96,136,-448
"3028","6093",5252,8392,354,577,931,-3140
"3029","6095",87419,45641,2245,5264,7509,41778
"3030","6097",116027,37421,4321,5846,10167,78606
"3031","6099",51171,52567,1361,3922,5283,-1396
"3032","6101",7599,10947,194,768,962,-3348
"3033","6103",5120,11429,175,652,827,-6309
"3034","6105",1876,2409,173,240,413,-533
"3035","6107",23663,33372,681,1804,2485,-9709
"3036","6109",7075,10614,227,735,962,-3539
"3037","6111",143095,101351,4194,9768,13962,41744
"3038","6113",34460,13178,925,1864,2789,21282
"3039","6115",5115,8869,225,606,831,-3754
"3040","8001",86471,73807,2248,8640,10888,12664
"3041","8003",3168,3031,117,399,516,137
"3042","8005",148365,109638,3397,14472,17869,38727
"3043","8007",2489,4234,116,328,444,-1745
"3044","8009",278,1716,17,49,66,-1438
"3045","8011",581,1166,19,80,99,-585
"3046","8013",124715,38766,3370,7395,10765,85949
"3047","8014",19530,14272,487,2146,2633,5258
"3048","8015",4773,5283,190,523,713,-510
"3049","8017",127,905,4,30,34,-778
"3050","8019",2585,2426,107,342,449,159
"3051","8021",1753,1885,24,163,187,-132
"3052","8023",1109,581,19,80,99,528
"3053","8025",336,1069,10,62,72,-733
"3054","8027",797,2059,24,141,165,-1262
"3055","8029",4048,11584,250,466,716,-7536
"3056","8031",174611,43637,2970,8609,11579,130974
"3057","8033",227,936,13,29,42,-709
"3058","8035",67045,100178,1406,9832,11238,-33133
"3059","8037",12652,8153,343,1163,1506,4499
"3060","8039",3056,11536,133,636,769,-8480
"3061","8041",105807,176506,3952,19408,23360,-70699
"3062","8043",5275,15066,238,881,1119,-9791
"3063","8045",11205,13071,467,1124,1591,-1866
"3064","8047",1634,1564,122,194,316,70
"3065","8049",3319,4467,125,481,606,-1148
"3066","8051",5068,3250,247,585,832,1818
"3067","8053",197,339,11,27,38,-142
"3068","8055",1631,1875,48,150,198,-244
"3069","8057",171,628,7,41,48,-457
"3070","8059",151885,130233,4090,16934,21024,21652
"3071","8061",91,726,1,24,25,-635
"3072","8063",526,2894,15,92,107,-2368
"3073","8065",1600,1264,77,172,249,336
"3074","8067",15300,12471,637,1834,2471,2829
"3075","8069",92170,82624,3121,11322,14443,9546
"3076","8071",2614,3656,57,246,303,-1042
"3077","8073",399,1873,9,75,84,-1474
"3078","8075",1843,7272,65,317,382,-5429
"3079","8077",20958,48129,672,3440,4112,-27171
"3080","8079",237,344,11,42,53,-107
"3081","8081",874,5293,31,177,208,-4419
"3082","8083",3920,7771,231,531,762,-3851
"3083","8085",5438,14303,137,729,866,-8865
"3084","8087",3128,8104,80,344,424,-4976
"3085","8089",1719,2988,26,182,208,-1269
"3086","8091",1690,1337,60,149,209,353
"3087","8093",3351,6053,165,496,661,-2702
"3088","8095",436,1791,9,60,69,-1355
"3089","8097",7239,2522,181,366,547,4717
"3090","8099",1173,3508,30,154,184,-2335
"3091","8101",27945,27746,602,2760,3362,199
"3092","8103",433,2782,16,117,133,-2349
"3093","8105",1985,3060,61,229,290,-1075
"3094","8107",7487,5149,199,710,909,2338
"3095","8109",1345,1109,122,85,207,236
"3096","8111",265,215,4,17,21,50
"3097","8113",2960,1030,128,154,282,1930
"3098","8115",267,1015,21,28,49,-748
"3099","8117",9502,5064,300,983,1283,4438
"3100","8119",3547,9580,160,660,820,-6033
"3101","8121",289,2284,11,81,92,-1995
"3102","8123",45869,75882,1321,7352,8673,-30013
"3103","8125",701,3755,16,113,129,-3054
"3104","9001",238723,155457,4761,11338,16099,83266
"3105","9003",233789,147912,5683,11835,17518,85877
"3106","9005",39836,53376,1364,2858,4222,-13540
"3107","9007",45306,38847,1495,2754,4249,6459
"3108","9009",203601,158373,4802,9133,13935,45228
"3109","9011",62951,54574,2228,4774,7002,8377
"3110","9013",38450,33989,1451,3179,4630,4461
"3111","9015",21776,25738,1009,2180,3189,-3962
